"Timestamp","Do you own a mobile phone?","Do you use your mobile phone for any financial/ banking transactions?","Do you operate a bank account?","What type of bank account do you operate?","Who provides your mobile banking service?","Is your mobile banking service an addition to existing bank account or separate service?","What type of Mobile Money transaction do you frequently make use? (Select all that applies)","How often do you make perform transactions based on the above [Airtime recharge]","How often do you make perform transactions based on the above [Fund transfer]","How often do you make perform transactions based on the above [Balance inquiry / Bank statement]","How often do you make perform transactions based on the above [Bill payment]","How often do you make perform transactions based on the above [International Remittance]","How often do you make perform transactions based on the above [Savings]","How often do you make perform transactions based on the above [Cash withdrawal]","How often do you make perform transactions based on the above [Purchasing]","How often do you make perform transactions based on the above [Commodity dealing / investment]","How often do you make perform transactions based on the above [Pension fund management]"," How do you typically transfer money? (Select all that applies)","Do you generally send, receive, or do both (send and receive)?","With whom do you generally undertake transfer of funds? [Family ]","With whom do you generally undertake transfer of funds? [Friends]","With whom do you generally undertake transfer of funds? [Employer/Employee ]","With whom do you generally undertake transfer of funds? [Government (Remita, e.t.c)]","How do you typically pay your bills? (Select all that applies)","What type of bills do you pay on your mobile phone? (Select all that applies)","Do you think Mobile banking services are easily accessible than traditional banking services?","On a scale of 1 to 3 (low to high), how would you rate your knowledge of all the banking services available through your [Bank]","On a scale of 1 to 3 (low to high), how would you rate your knowledge of all the banking services available through your [Mobile banking service]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate your ability to use the following devices? [Mobile Phone ]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate your ability to use the following devices? [ATM machine]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate your ability to use the following devices? [Internet]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate your ability to use the following devices? [POS]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate your ability to use the following devices? [Debit card]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate your ability to use the following devices? [Prepaid card]","On a scale of 1 to 3, 1 being Not True and 3 being True, How would you rate the following statements about your mobile banking menu on your phone?  [My mobile banking menu is very easy to navigate]","On a scale of 1 to 3, 1 being Not True and 3 being True, How would you rate the following statements about your mobile banking menu on your phone?  [My mobile banking menu is very easy to understand]","On a scale of 1 to 3, 1 being Not True and 3 being True, How would you rate the following statements about your mobile banking menu on your phone?  [It is easy to make a payment]","On a scale of 1 to 3, 1 being Not True and 3 being True, How would you rate the following statements about your mobile banking menu on your phone?  [t is easy to make transfer money]","On a scale of 1 to 3, 1 being Not True and 3 being True, How would you rate the following statements about your mobile banking menu on your phone?  [It is easy to make a balance inquiry]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, please rate your view on mobile banking service? [Overall Trust]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, please rate your view on mobile banking service? [Trust in banks]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, please rate your view on mobile banking service? [Trust in the technology of mobile banking]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, please rate your view on mobile banking service? [Trust in third party agent (e.g., pay outlet, cash-out point]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, please rate your view on mobile banking service? [Security from fraud]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, please rate your view on mobile banking service? [Ease of use]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate the following benefits of Mobile Banking? [Cost saving (Lower rates, transaction fees) 1 2 3 4 5]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate the following benefits of Mobile Banking? [Time saving (no need to go to bank or ATM)]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate the following benefits of Mobile Banking? [24 h Access (can make transaction any time)]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate the following benefits of Mobile Banking? [Physical security (no need to go out with cash)]","On a scale of 1 to 3, 1 being the lowest and 3 being the highest, how would you rate the following benefits of Mobile Banking? [Others (please specify)_________]","Please rate how important the following reasons are for you to consider using mobile banking (Single Coding for each option): 1 is Very Important to 3 which is Not Important At All [Lower transaction costs]","Please rate how important the following reasons are for you to consider using mobile banking (Single Coding for each option): 1 is Very Important to 3 which is Not Important At All [Security from fraud]","Please rate how important the following reasons are for you to consider using mobile banking (Single Coding for each option): 1 is Very Important to 3 which is Not Important At All [Physical security]","Please rate how important the following reasons are for you to consider using mobile banking (Single Coding for each option): 1 is Very Important to 3 which is Not Important At All [Safe transaction with feedback on transfer (e.g. sms)]","Please rate how important the following reasons are for you to consider using mobile banking (Single Coding for each option): 1 is Very Important to 3 which is Not Important At All [Wide acceptance of mobile money]","Please rate how important the following reasons are for you to consider using mobile banking (Single Coding for each option): 1 is Very Important to 3 which is Not Important At All [More locations I can cash-out my money]","Please rate how important the following reasons are for you to consider using mobile banking (Single Coding for each option): 1 is Very Important to 3 which is Not Important At All [Other (specify)]","","","","",""
"2022/01/19 2:43:45 am CET","Yes","Yes","Yes","Savings","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;International Remittance;Savings;Cash withdrawal;Purchasing;Commodity dealing / investment","Daily-once","Daily –Several times","Weekly-Once","Weekly-Once","Weekly-Once","Weekly-Once","Weekly-Once","Weekly-Once","Weekly-Once","","Mobile money;Online/Internet","Send and Receive","Both","Both","","Send","Bank teller;Third party pay outlet;Mobile banking","Utility (electricity, water);School fees;Goods for home","Yes","3","3","3","3","3","2","3","2","3","3","3","3","3","2","2","2","2","2","3","2","3","3","3","","3","3","3","3","3","2","","","","","",""
"2022/01/19 3:35:55 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal","Daily –Several times","Weekly-several times","Occasionally (less than once a month)","","","Daily –Several times","Daily –Several times","","","","Automatic Teller Machine (ATM);Mobile money","Send and Receive","Both","Both","","","Third party pay outlet","Goods for home","Yes","2","2","2","3","2","2","2","","2","2","3","3","2","2","2","2","2","2","2","1","3","3","3","","2","2","2","","","","","","","","",""
"2022/01/19 4:07:46 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing","Daily –Several times","Weekly-several times","Occasionally (less than once a month)","Occasionally (less than once a month)","","Monthly-once","Weekly-several times","Occasionally (less than once a month)","","","Online/Internet","Send and Receive","Both","Both","Receive","","Pay outlet by company;Third party pay outlet","None","Yes","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","","1","1","","1","1","3","","","","","",""
"2022/01/19 5:45:53 am CET","Yes","Yes","Yes","Savings","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Purchasing","Daily-once","Weekly-several times","Weekly-Once","Weekly-Once","","Occasionally (less than once a month)","","","","","Online/Internet","Send and Receive","Both","Both","","","Mobile banking","School fees","Yes","","","3","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","",""
"2022/01/19 5:56:19 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Buying Airtime;Purchasing","","Weekly-Once","","","","","Weekly-Once","","","","Online/Internet","Send and Receive","Receive","Send","Receive","","Cash direct to company;Mobile banking","","Yes","2","3","3","3","3","3","3","","3","3","3","3","3","","","3","","","3","2","3","3","3","","2","","","1","","","","","","","",""
"2022/01/19 7:11:54 am CET","Yes","Yes","Yes","Savings","USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Cash withdrawal","Weekly-several times","Weekly-several times","Weekly-several times","","","","Weekly-several times","","","","Automatic Teller Machine (ATM);Mobile money;Online/Internet;Point Of Sale (POS) Service","Send and Receive","Receive","Receive","Receive","","Cash direct to company","Mobile phone bill","Yes","2","2","2","3","3","2","2","","3","3","3","3","3","2","1","1","","","2","2","3","2","3","","2","2","3","3","2","2","","","","","",""
"2022/01/19 7:24:39 am CET","Yes","Yes","Yes","Savings","USSD Code","Separate","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Cash withdrawal;Purchasing","Daily –Several times","Weekly-Once","Weekly-Once","Weekly-Once","","","Daily –Several times","Weekly-Once","","","Mobile money;Online/Internet","Send and Receive","Send","Send","","Send","Mobile banking;Credit card","Mobile phone bill;Utility (electricity, water);Goods for home;Goods for work","Yes","3","3","3","3","3","2","3","3","3","3","3","3","3","2","3","2","1","2","3","2","3","3","3","","2","2","2","3","2","2","","","","","",""
"2022/01/19 7:58:20 am CET","Yes","Yes","Yes","Savings","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing","Weekly-Once","Weekly-Once","","Weekly-Once","","Weekly-Once","Weekly-Once","Weekly-Once","","","Automatic Teller Machine (ATM);Online/Internet;Point Of Sale (POS) Service","Send and Receive","Receive","Receive","","","Automatic Teller Machine (ATM);Mobile banking","Mobile phone bill","Yes","3","3","3","3","","3","1","1","3","3","3","3","3","1","1","2","2","1","3","3","3","3","3","","3","2","1","3","2","3","3","","","","",""
"2022/01/19 9:08:03 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;International Remittance;Savings;Cash withdrawal;Purchasing;Commodity dealing / investment","Daily –Several times","Weekly-Once","Daily –Several times","Weekly-Once","Weekly-Once","Daily –Several times","Weekly-Once","Weekly-Once","Daily –Several times","Weekly-Once","Automatic Teller Machine (ATM);Mobile money;Online/Internet","Send and Receive","Receive","Send","Send","Receive","Cash direct to company;Automatic Teller Machine (ATM);Pay outlet by company;Mobile banking;Prepaid card","Mobile phone bill;Utility (electricity, water);School fees;Goods for home;Goods for work;Gasing fee","Yes","3","3","3","3","2","2","3","2","3","3","3","3","3","2","2","1","2","2","3","2","3","3","2","1","3","1","2","3","3","3","2","","","","",""
"2022/01/19 9:09:20 am CET","Yes","Yes","Yes","Both","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing","Weekly-Once","Weekly-Once","Daily –Several times","Weekly-Once","","","Weekly-Once","Daily –Several times","","","Online/Internet","Send and Receive","Send","Send","Receive","","Cash direct to company;Bank teller;Automatic Teller Machine (ATM);Pay outlet by company;Third party pay outlet;Mobile banking;Credit card","Mobile phone bill;School fees;Goods for home","Yes","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","","1","1","1","1","1","1","1","","","","",""
"2022/01/19 9:30:58 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Cash withdrawal;Pension fund management","Weekly-several times","Daily –Several times","Monthly-several times","Monthly-several times","","","Weekly-several times","","","Occasionally (less than once a month)","Bank teller;Mobile money;Online/Internet;Point Of Sale (POS) Service","Send and Receive","Both","Both","Both","Send","Cash direct to company;Mobile banking","Mobile phone bill;Utility (electricity, water);School fees;Goods for home;Goods for work","Yes","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","3","3","","1","1","1","1","1","2","","","","","",""
"2022/01/19 9:54:28 am CET","Yes","Yes","Yes","Savings","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing;Commodity dealing / investment","Daily-once","Daily-once","","","","","Weekly-Once","","","","Online/Internet","Send and Receive","Both","Both","","","Mobile banking","School fees;Goods for home","Yes","1","3","3","3","3","2","3","1","3","3","3","3","3","3","3","3","2","2","3","2","3","3","3","","3","3","3","3","3","3","","","","","",""
"2022/01/19 9:56:51 am CET","Yes","Yes","Yes","Both","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Purchasing","Weekly-Once","Daily –Several times","Weekly-Once","Weekly-Once","","","","","","","Mobile money;Online/Internet","Send and Receive","Send","Both","Receive","Send","Mobile banking","Mobile phone bill;Utility (electricity, water)","Yes","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","3","3","3","3","3","","1","2","1","1","1","2","","","","","",""
"2022/01/19 9:59:47 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime","Daily-once","Daily –Several times","","Weekly-Once","","","","","","","Online/Internet","Send and Receive","Both","Both","Receive","Send","Mobile banking","Mobile phone bill;Utility (electricity, water)","Yes","2","3","3","3","2","2","3","","3","3","3","3","3","2","2","2","1","3","3","3","3","3","3","","2","1","1","1","1","2","","","","","",""
"2022/01/19 10:22:54 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing;Commodity dealing / investment","Weekly-several times","Weekly-several times","Weekly-Once","Weekly-several times","","Weekly-several times","Weekly-several times","Weekly-several times","Weekly-several times","","Bank teller;Automatic Teller Machine (ATM);Mobile money;Online/Internet;Point Of Sale (POS) Service","Send and Receive","Both","Both","Both","Send","Cash direct to company;Bank teller;Automatic Teller Machine (ATM);Pay outlet by company;Third party pay outlet;Mobile banking;Credit card;Prepaid card","Mobile phone bill;Utility (electricity, water);School fees;Goods for home;Goods for work","Yes","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","2","","2","2","3","3","3","3","","","","","",""
"2022/01/19 10:52:48 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","","Send Money;Buying Airtime","Weekly-Once","Weekly-Once","","","","","Weekly-Once","","","","Mobile money","Send and Receive","Receive","Send","","Send","Mobile banking;Credit card","Mobile phone bill;School fees;Goods for home;Goods for work","Yes","2","3","3","3","3","2","3","","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","","1","1","1","1","1","1","","","","","",""
"2022/01/19 11:40:52 am CET","Yes","Yes","Yes","Savings","USSD Code","Separate","Send Money;Buying Airtime","Daily –Several times","Daily –Several times","Daily –Several times","","","","","","","","Point Of Sale (POS) Service","Send and Receive","Send","Receive","","","","School fees;None","Yes","","2","3","2","3","3","","","2","2","3","2","3","","","","2","","3","1","3","3","3","","3","1","1","1","","1","1","","","","",""
"2022/01/19 3:08:03 pm CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing;Commodity dealing / investment","Daily-once","Daily-once","Daily-once","Daily-once","","Daily-once","Daily-once","Daily-once","Daily-once","","Mobile money;Online/Internet;Point Of Sale (POS) Service","Send and Receive","Both","Both","Both","Both","Mobile banking;Credit card","Mobile phone bill;Utility (electricity, water);School fees;Goods for home;Goods for work","Yes","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","3","3","3","3","","2","2","2","","3","3","","","","","",""
"2022/01/19 3:16:05 pm CET","Yes","Yes","Yes","Both","USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Cash withdrawal;Purchasing","Daily –Several times","Daily –Several times","","Occasionally (less than once a month)","","","Weekly-Once","","","","Online/Internet","Send and Receive","Both","Both","Both","Receive","Cash direct to company;Mobile banking","Mobile phone bill;Goods for home","Yes","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","","","","",""
"2022/01/19 3:38:24 pm CET","Yes","Yes","Yes","Savings","USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Purchasing","Weekly-Once","Weekly-several times","Weekly-Once","Weekly-several times","","","","","","","Mobile money;Online/Internet","Send and Receive","Send","Both","","","Cash direct to company;Credit card","Mobile phone bill;Utility (electricity, water);School fees;Goods for home;Goods for work","Yes","2","3","3","2","3","1","2","1","3","3","3","3","3","2","3","3","2","1","3","1","3","2","3","","3","2","2","2","2","2","","","","","",""
"2022/01/19 4:36:37 pm CET","Yes","Yes","Yes","Both","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;International Remittance","Daily –Several times","Daily –Several times","","Daily –Several times","","","","","","","Online/Internet","Send and Receive","Send","Send","","Send","Third party pay outlet;Mobile banking","Mobile phone bill;Utility (electricity, water);School fees","Yes","3","3","3","3","3","1","3","1","3","3","3","3","3","3","3","3","1","1","3","2","2","2","2","","2","2","2","2","2","2","","","","","",""
"2022/01/19 5:31:47 pm CET","Yes","Yes","Yes","Both","Bank App","An addition","Send Money;Receive Money;Balance inquiry / Bank statement;International Remittance;Savings;Cash withdrawal;Purchasing","","Weekly-Once","Daily-once","Weekly-several times","Weekly-Once","Daily-once","Occasionally (less than once a month)","Occasionally (less than once a month)","Occasionally (less than once a month)","","Online/Internet","Send and Receive","Send","Both","Receive","Receive","Cash direct to company;Automatic Teller Machine (ATM);Pay outlet by company;Mobile banking","Goods for home;Goods for work","Yes","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","1","3","2","3","3","2","","2","2","2","3","3","2","2","","","","",""
"2022/01/19 6:29:52 pm CET","Yes","Yes","Yes","Savings","USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement","Weekly-Once","Weekly-several times","Weekly-Once","Monthly-once","Daily –Several times","Daily –Several times","Weekly-several times","Monthly-once","Daily –Several times","","Mobile money","Send and Receive","Receive","Both","","Send","Cash direct to company;Automatic Teller Machine (ATM);Pay outlet by company;Third party pay outlet;Mobile banking;Cheque","Mobile phone bill;School fees;Goods for home;Goods for work","Yes","2","","2","1","2","1","2","3","1","1","","1","1","3","3","3","1","3","3","1","3","1","1","3","2","1","","","1","","","","","","",""
"2022/01/19 6:43:31 pm CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Savings;Cash withdrawal","Weekly-Once","Daily-once","Daily-once","","","","Daily-once","","","","Mobile money","Send and Receive","Both","Both","","","","","Yes","1","1","2","2","2","1","2","","3","3","3","3","3","3","3","3","3","2","","3","3","3","3","","3","3","3","3","3","3","","","","","",""
"2022/01/19 6:57:31 pm CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal","Weekly-Once","Weekly-several times","Weekly-Once","","","","Weekly-Once","","","","Mobile money","Send and Receive","Both","Both","","","","","Yes","1","2","3","3","2","1","2","","3","","3","3","3","2","2","2","2","2","3","3","","2","3","","3","2","3","3","3","2","","","","","",""
"2022/01/19 7:05:49 pm CET","Yes","Yes","Yes","Both","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Purchasing","Weekly-several times","Weekly-several times","Occasionally (less than once a month)","Occasionally (less than once a month)","","","","Weekly-several times","","","Mobile money;Online/Internet","Send and Receive","Both","Both","Receive","","Cash direct to company;Automatic Teller Machine (ATM);Third party pay outlet","Mobile phone bill;Goods for home;Goods for work","Yes","1","2","3","3","3","2","2","2","2","2","3","3","3","2","1","2","2","2","2","2","3","3","3","","2","2","3","3","3","3","","","","","",""
"2022/01/19 7:06:05 pm CET","Yes","Yes","Yes","Savings","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal","Occasionally (less than once a month)","Daily –Several times","Occasionally (less than once a month)","Daily-once","","Occasionally (less than once a month)","","Monthly-several times","Occasionally (less than once a month)","Occasionally (less than once a month)","Online/Internet","Send and Receive","Both","Both","Both","","Mobile banking;Prepaid card","Mobile phone bill;Utility (electricity, water);Goods for work","Yes","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","","","","",""
"2022/01/19 7:46:45 pm CET","Yes","Yes","Yes","Savings","Bank App","Separate","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing;Commodity dealing / investment","Weekly-several times","Weekly-several times","Occasionally (less than once a month)","Occasionally (less than once a month)","Weekly-several times","Monthly-once","Daily –Several times","Weekly-several times","","","Online/Internet","Send and Receive","Both","Both","Receive","Send","Cash direct to company;Bank teller;Automatic Teller Machine (ATM);Mobile banking","Utility (electricity, water);School fees;Goods for home","Yes","2","3","3","3","3","3","3","","3","3","3","3","3","3","3","3","1","3","1","3","3","3","3","","1","1","2","1","1","1","","","","","",""
"2022/01/19 7:53:30 pm CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime","Weekly-Once","Occasionally (less than once a month)","Occasionally (less than once a month)","Occasionally (less than once a month)","Monthly-once","","Monthly-several times","Occasionally (less than once a month)","Occasionally (less than once a month)","Occasionally (less than once a month)","Online/Internet","Send","Both","Both","Receive","Send","Mobile banking","Mobile phone bill;School fees","Yes","1","1","2","2","2","3","3","1","3","3","3","3","3","2","2","2","3","2","3","2","","3","","","2","2","1","1","1","1","","","","","",""
"2022/01/19 8:15:58 pm CET","Yes","Yes","Yes","Savings","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement","Weekly-Once","Daily-once","Weekly-Once","Weekly-Once","Occasionally (less than once a month)","Monthly-several times","Weekly-Once","Weekly-Once","Weekly-several times","Weekly-several times","Mobile money;Online/Internet","Send and Receive","Receive","Send","Send","Send","Mobile banking","Mobile phone bill;School fees;Goods for home","Yes","1","2","2","2","2","1","2","1","3","3","3","3","3","3","2","2","2","2","3","2","3","3","2","","1","2","2","2","2","2","","","","","",""
"2022/01/19 8:41:21 pm CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement","Daily-once","Weekly-Once","Weekly-Once","Weekly-Once","Monthly-several times","","Weekly-several times","","Weekly-Once","Daily –Several times","Mobile money","Send and Receive","Receive","Send","Receive","Send","Cash direct to company;Mobile banking;Cheque","School fees","Yes","2","2","3","3","3","1","3","2","2","3","3","3","3","2","2","2","2","2","3","2","3","3","2","3","","2","2","1","2","1","1","","","","",""
"2022/01/19 9:01:01 pm CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Purchasing","Daily –Several times","Daily –Several times","Weekly-Once","Daily –Several times","","Daily –Several times","Daily –Several times","Daily –Several times","","","Mobile money","Send and Receive","Receive","Send","","","Cash direct to company;Mobile banking","Mobile phone bill;Utility (electricity, water);School fees;Goods for home","Yes","2","3","3","2","2","2","2","","3","3","3","3","3","3","2","3","2","2","3","3","3","3","3","","1","1","1","1","1","1","","","","","",""
"2022/01/19 9:31:55 pm CET","Yes","Yes","Yes","Both","Bank App","Separate","Send Money;Receive Money;Savings;Cash withdrawal;Purchasing","","Weekly-several times","Weekly-several times","Weekly-Once","","","","","","","Online/Internet","Send and Receive","Both","Both","","","Mobile banking","Mobile phone bill;Utility (electricity, water);Goods for home;Goods for work","Yes","2","2","3","3","3","3","3","3","3","2","3","3","2","2","3","2","1","1","2","2","3","3","3","","2","3","2","3","2","2","2","","","","",""
"2022/01/20 2:53:44 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;International Remittance;Savings;Cash withdrawal;Purchasing","Daily –Several times","Weekly-several times","Daily –Several times","","Occasionally (less than once a month)","Monthly-once","Daily –Several times","Daily –Several times","","","Mobile money;Online/Internet;Point Of Sale (POS) Service","Send and Receive","Both","Both","Receive","Send","Mobile banking;Credit card","Mobile phone bill;School fees;Goods for home;Goods for work","Yes","1","3","3","3","3","3","3","","3","3","3","3","3","3","2","3","1","2","3","2","3","3","3","","1","1","1","1","1","2","","","","","",""
"2022/01/20 7:33:54 am CET","Yes","Yes","Yes","Savings","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing","Monthly-several times","Occasionally (less than once a month)","Occasionally (less than once a month)","","","Monthly-once","Monthly-once","","","","Automatic Teller Machine (ATM);Online/Internet","Send and Receive","Both","Both","Receive","","Pay outlet by company;Mobile banking;Credit card","Mobile phone bill;Utility (electricity, water);Goods for home","Yes","2","3","3","3","3","1","3","1","2","2","3","3","3","3","3","3","1","2","2","2","3","2","3","","1","1","1","1","1","1","","","","","",""
"2022/01/20 8:01:19 am CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement;Savings;Cash withdrawal;Purchasing","Weekly-Once","Daily –Several times","Weekly-Once","Weekly-several times","","Weekly-several times","Weekly-several times","Daily –Several times","","","Mobile money","Send and Receive","Both","Both","Receive","Send","Pay outlet by company;Third party pay outlet;Mobile banking;Credit card","Mobile phone bill;School fees;Goods for work","Yes","2","3","3","3","3","3","3","2","3","3","3","3","3","2","2","2","2","2","3","2","3","3","3","","2","1","3","3","3","3","","","","","",""
"2022/01/20 3:47:29 pm CET","Yes","Yes","Yes","Savings","Bank App and USSD Code","An addition","Send Money;Receive Money;Buying Airtime;Savings;Purchasing","Daily –Several times","Weekly-several times","Occasionally (less than once a month)","Monthly-several times","","","","","","","Bank teller;Automatic Teller Machine (ATM);Mobile money;Online/Internet;Point Of Sale (POS) Service","Send and Receive","Both","Both","Receive","Receive","Cash direct to company;Bank teller;Pay outlet by company;Mobile banking;Credit card","Mobile phone bill;Utility (electricity, water)","Yes","2","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","1","1","3","2","3","3","3","","1","1","2","2","2","2","3","","","","",""
"2022/01/20 4:24:08 pm CET","Yes","Yes","Yes","Both","Bank App","An addition","Send Money;Receive Money;Buying Airtime;Balance inquiry / Bank statement","Daily-once","Daily-once","Weekly-Once","Daily –Several times","","","Daily-once","","","","Online/Internet","Send and Receive","Send","Receive","","","Automatic Teller Machine (ATM)","Goods for home","Yes","2","3","3","1","3","1","1","","3","2","","3","3","3","2","2","2","","","3","2","","","","","","","","","","","","","","",""
"2022/01/20 4:52:20 pm CET","Yes","Yes","Yes","Savings","Another company (Abeg, Kuda, PalmPay, e.t.c.)","An addition","Send Money","Weekly-Once","Daily-once","Occasionally (less than once a month)","Occasionally (less than once a month)","Occasionally (less than once a month)","Daily –Several times","Monthly-once","Weekly-several times","Occasionally (less than once a month)","Occasionally (less than once a month)","Online/Internet","Send and Receive","","Both","","","Cash direct to company","None","Yes","3","1","3","3","3","3","3","1","2","3","2","2","3","1","3","3","3","3","2","3","3","3","3","1","3","3","3","3","2","2","2","","","","",""
"2022/01/21 5:44:53 pm CET","Yes","Yes","Yes","Savings","USSD Code","An addition","Send Money;Buying Airtime;Balance inquiry / Bank statement;Cash withdrawal","Weekly-Once","Weekly-Once","Weekly-Once","Weekly-Once","","","","Weekly-Once","","","Automatic Teller Machine (ATM);Mobile money;Point Of Sale (POS) Service","Send and Receive","Receive","Send","Send","Receive","Cash direct to company;Automatic Teller Machine (ATM);Third party pay outlet;Mobile banking;Credit card","Mobile phone bill;Goods for home;Goods for work","Yes","2","2","3","2","2","1","2","1","2","3","3","3","3","2","2","2","2","2","3","1","3","3","2","","3","1","1","1","1","2","","","","","",""
